datetime,open,high,low,close,volume
2023-08-15 01:23:00,29420.52,29421.76,29420.52,29421.76,9.52673
2023-08-15 01:24:00,29421.75,29421.76,29421.75,29421.75,3.3308
2023-08-15 01:25:00,29421.76,29426.8,29421.75,29426.8,5.3609
2023-08-15 01:26:00,29426.79,29432.0,29426.79,29430.31,12.36236
2023-08-15 01:27:00,29430.31,29430.32,29424.01,29424.01,10.45262
2023-08-15 01:28:00,29424.02,29424.02,29424.01,29424.01,2.02192
2023-08-15 01:29:00,29424.02,29424.02,29422.36,29422.37,8.58138
2023-08-15 01:30:00,29422.37,29422.37,29412.0,29412.01,6.20705
2023-08-15 01:31:00,29412.01,29412.01,29412.0,29412.01,2.2359
2023-08-15 01:32:00,29412.01,29412.01,29412.0,29412.01,4.08325
2023-08-15 01:33:00,29412.01,29412.01,29406.0,29406.01,11.69768
2023-08-15 01:34:00,29406.0,29406.42,29400.0,29406.42,29.95178
2023-08-15 01:35:00,29406.42,29406.42,29406.41,29406.42,15.43304
2023-08-15 01:36:00,29406.41,29406.42,29406.41,29406.42,3.46449
2023-08-15 01:37:00,29406.42,29406.42,29388.01,29388.02,54.12284
2023-08-15 01:38:00,29388.01,29388.02,29385.69,29385.69,14.3273
2023-08-15 01:39:00,29385.69,29385.7,29385.57,29385.58,19.23674
2023-08-15 01:40:00,29385.57,29385.58,29380.0,29380.01,21.55116
2023-08-15 01:41:00,29380.0,29382.9,29380.0,29382.01,21.19918
2023-08-15 01:42:00,29382.01,29382.66,29382.01,29382.66,8.03499
2023-08-15 01:43:00,29382.65,29389.23,29382.65,29389.22,9.00317
2023-08-15 01:44:00,29389.23,29396.0,29389.22,29395.99,7.1349
2023-08-15 01:45:00,29395.99,29398.0,29395.99,29398.0,7.90303
2023-08-15 01:46:00,29397.99,29398.0,29397.99,29398.0,2.58723
2023-08-15 01:47:00,29397.99,29399.43,29397.99,29399.42,5.20083
2023-08-15 01:48:00,29399.42,29400.67,29399.42,29400.66,2.50985
2023-08-15 01:49:00,29400.66,29400.67,29400.66,29400.67,4.59454
2023-08-15 01:50:00,29400.66,29406.0,29400.66,29405.99,10.25102
2023-08-15 01:51:00,29405.99,29406.0,29405.39,29405.4,27.16056
2023-08-15 01:52:00,29405.4,29419.82,29405.39,29419.82,39.79999
2023-08-15 01:53:00,29419.82,29419.82,29419.52,29419.53,7.27978
2023-08-15 01:54:00,29419.53,29419.53,29419.5,29419.5,3.48622
2023-08-15 01:55:00,29419.5,29419.51,29419.5,29419.51,2.44613
2023-08-15 01:56:00,29419.51,29419.51,29416.74,29416.74,8.84956
2023-08-15 01:57:00,29416.75,29416.75,29414.45,29414.45,5.54161
2023-08-15 01:58:00,29414.45,29414.93,29414.45,29414.92,45.25982
2023-08-15 01:59:00,29414.93,29414.93,29411.07,29411.07,40.0895
2023-08-15 02:00:00,29411.08,29411.08,29404.89,29404.89,8.6768
2023-08-15 02:01:00,29404.89,29404.9,29402.0,29402.01,9.87777
2023-08-15 02:02:00,29402.01,29403.39,29402.0,29403.38,11.01018
2023-08-15 02:03:00,29403.38,29403.39,29403.38,29403.38,14.66058
2023-08-15 02:04:00,29403.39,29403.39,29403.38,29403.39,4.68096
2023-08-15 02:05:00,29403.38,29403.39,29403.38,29403.38,2.46032
2023-08-15 02:06:00,29403.39,29403.39,29403.38,29403.39,3.4292
2023-08-15 02:07:00,29403.38,29403.39,29403.25,29403.26,4.64569
2023-08-15 02:08:00,29403.26,29403.26,29403.25,29403.25,1.27812
2023-08-15 02:09:00,29403.25,29403.26,29402.07,29402.08,2.55965
2023-08-15 02:10:00,29402.08,29402.08,29402.0,29402.0,4.13365
2023-08-15 02:11:00,29402.01,29402.01,29395.14,29395.15,7.86134
2023-08-15 02:12:00,29395.15,29395.15,29388.12,29388.13,8.2924
2023-08-15 02:13:00,29388.13,29388.93,29387.0,29388.93,44.97892
2023-08-15 02:14:00,29388.92,29388.93,29385.67,29385.68,41.24386
2023-08-15 02:15:00,29385.68,29385.99,29385.67,29385.98,25.14168
2023-08-15 02:16:00,29385.99,29385.99,29385.98,29385.98,25.21169
2023-08-15 02:17:00,29385.98,29385.99,29385.98,29385.98,2.05798
2023-08-15 02:18:00,29385.99,29385.99,29385.98,29385.99,3.18906
2023-08-15 02:19:00,29385.98,29385.99,29385.98,29385.99,1.99047
2023-08-15 02:20:00,29385.99,29385.99,29385.98,29385.99,3.02635
2023-08-15 02:21:00,29385.98,29389.1,29385.98,29389.09,18.37681
2023-08-15 02:22:00,29389.1,29389.1,29389.09,29389.09,1.98333
2023-08-15 02:23:00,29389.09,29389.92,29389.09,29389.92,6.19786
2023-08-15 02:24:00,29389.92,29389.92,29389.91,29389.92,3.16089
2023-08-15 02:25:00,29389.91,29389.92,29389.91,29389.91,18.34377
2023-08-15 02:26:00,29389.91,29389.92,29389.91,29389.91,1.81232
2023-08-15 02:27:00,29389.91,29389.92,29389.91,29389.92,6.26536
2023-08-15 02:28:00,29389.92,29396.0,29389.91,29395.99,7.71241
2023-08-15 02:29:00,29395.99,29398.88,29395.62,29395.63,40.11797
2023-08-15 02:30:00,29395.62,29398.23,29395.27,29395.28,67.47475
2023-08-15 02:31:00,29395.27,29401.79,29395.27,29401.78,36.39531
2023-08-15 02:32:00,29401.79,29402.32,29401.78,29402.31,3.61745
2023-08-15 02:33:00,29402.31,29402.32,29402.0,29402.01,23.54703
2023-08-15 02:34:00,29402.01,29402.01,29402.0,29402.0,25.52199
2023-08-15 02:35:00,29402.01,29402.01,29402.0,29402.0,1.9707
2023-08-15 02:36:00,29402.0,29402.01,29402.0,29402.01,2.48458
2023-08-15 02:37:00,29402.0,29409.73,29402.0,29409.73,22.38546
2023-08-15 02:38:00,29409.73,29409.79,29409.72,29409.79,2.89546
2023-08-15 02:39:00,29409.78,29410.0,29409.78,29409.99,3.14716
2023-08-15 02:40:00,29410.0,29412.64,29409.44,29409.45,42.77857
2023-08-15 02:41:00,29409.45,29412.13,29409.06,29409.06,80.51008
2023-08-15 02:42:00,29409.06,29418.24,29409.06,29418.24,45.53556
2023-08-15 02:43:00,29418.23,29422.43,29418.23,29422.41,30.11516
2023-08-15 02:44:00,29422.41,29422.42,29420.98,29420.98,10.67366
2023-08-15 02:45:00,29420.98,29420.99,29411.51,29411.52,32.98262
2023-08-15 02:46:00,29411.52,29411.52,29409.94,29409.94,11.54061
2023-08-15 02:47:00,29409.95,29410.25,29406.41,29410.24,58.38872
2023-08-15 02:48:00,29410.24,29410.25,29397.08,29397.09,48.39304
2023-08-15 02:49:00,29397.09,29397.09,29397.08,29397.08,3.5142
2023-08-15 02:50:00,29397.09,29397.09,29393.07,29393.07,12.04399
2023-08-15 02:51:00,29393.07,29393.37,29390.0,29393.36,42.95932
2023-08-15 02:52:00,29393.37,29393.37,29384.34,29384.6,43.83909
2023-08-15 02:53:00,29384.59,29384.6,29384.59,29384.6,5.67917
2023-08-15 02:54:00,29384.59,29384.6,29384.59,29384.59,2.76012
2023-08-15 02:55:00,29384.6,29384.6,29382.67,29382.68,3.05939
2023-08-15 02:56:00,29382.67,29382.68,29374.38,29376.0,20.22766
2023-08-15 02:57:00,29375.99,29376.0,29375.99,29375.99,3.40128
2023-08-15 02:58:00,29376.0,29379.39,29375.99,29379.38,8.42855
2023-08-15 02:59:00,29379.38,29383.98,29379.38,29383.98,10.11387
2023-08-15 03:00:00,29383.98,29383.98,29382.0,29382.0,4.60132
2023-08-15 03:01:00,29382.01,29382.01,29382.0,29382.01,3.82454
2023-08-15 03:02:00,29382.01,29382.01,29382.0,29382.0,2.79261
2023-08-15 03:03:00,29382.01,29382.01,29382.0,29382.01,5.53865
2023-08-15 03:04:00,29382.0,29382.01,29382.0,29382.0,2.30755
2023-08-15 03:05:00,29382.01,29385.58,29382.0,29385.57,14.43077
2023-08-15 03:06:00,29385.57,29390.88,29385.57,29390.87,13.75914
2023-08-15 03:07:00,29390.87,29391.36,29390.87,29391.36,2.0056
2023-08-15 03:08:00,29391.36,29397.0,29391.35,29397.0,6.05765
2023-08-15 03:09:00,29396.99,29397.0,29396.59,29396.6,32.56734
2023-08-15 03:10:00,29396.6,29396.69,29396.59,29396.69,31.07562
2023-08-15 03:11:00,29396.68,29396.69,29396.68,29396.68,6.46565
2023-08-15 03:12:00,29396.69,29396.69,29396.68,29396.68,7.30551
2023-08-15 03:13:00,29396.69,29396.69,29396.68,29396.68,4.33767
2023-08-15 03:14:00,29396.69,29396.69,29396.68,29396.68,4.48757
2023-08-15 03:15:00,29396.68,29396.69,29396.68,29396.69,2.48892
2023-08-15 03:16:00,29396.69,29396.69,29396.68,29396.69,8.04672
2023-08-15 03:17:00,29396.68,29396.69,29396.68,29396.68,7.53949
2023-08-15 03:18:00,29396.69,29396.69,29396.68,29396.69,33.55265
2023-08-15 03:19:00,29396.69,29396.69,29396.68,29396.69,2.94955
2023-08-15 03:20:00,29396.68,29396.69,29396.68,29396.69,4.85972
2023-08-15 03:21:00,29396.68,29396.69,29393.53,29393.54,5.54368
2023-08-15 03:22:00,29393.53,29393.87,29393.53,29393.87,29.51709
2023-08-15 03:23:00,29393.87,29393.87,29393.53,29393.54,29.10073
2023-08-15 03:24:00,29393.54,29393.54,29393.53,29393.53,5.0291
2023-08-15 03:25:00,29393.53,29393.54,29393.53,29393.53,0.70535
2023-08-15 03:26:00,29393.54,29393.54,29393.53,29393.54,4.66697
2023-08-15 03:27:00,29393.53,29393.54,29392.07,29392.07,4.10446
2023-08-15 03:28:00,29392.08,29392.08,29391.39,29391.4,3.93463
2023-08-15 03:29:00,29391.4,29391.4,29391.39,29391.4,2.11944
2023-08-15 03:30:00,29391.39,29391.4,29384.71,29384.71,10.54809
2023-08-15 03:31:00,29384.72,29385.13,29384.0,29385.12,33.661
2023-08-15 03:32:00,29385.12,29385.13,29384.0,29384.0,46.73968
2023-08-15 03:33:00,29384.01,29384.01,29384.0,29384.0,20.95531
2023-08-15 03:34:00,29384.0,29384.01,29382.98,29382.98,5.38818
2023-08-15 03:35:00,29382.99,29382.99,29382.0,29382.0,8.7208
2023-08-15 03:36:00,29382.01,29382.01,29380.99,29380.99,11.69313
2023-08-15 03:37:00,29380.99,29381.0,29377.08,29378.11,18.59112
2023-08-15 03:38:00,29378.12,29378.47,29375.2,29378.46,40.81619
2023-08-15 03:39:00,29378.47,29378.47,29375.21,29375.21,40.69992
2023-08-15 03:40:00,29375.22,29375.22,29374.0,29374.01,6.26199
2023-08-15 03:41:00,29374.01,29374.54,29374.0,29374.53,22.40337
2023-08-15 03:42:00,29374.53,29374.54,29374.53,29374.53,19.56524
2023-08-15 03:43:00,29374.54,29374.54,29371.99,29371.99,5.33882
2023-08-15 03:44:00,29371.99,29372.0,29371.99,29372.0,1.31265
2023-08-15 03:45:00,29372.0,29372.0,29371.99,29372.0,21.35903
2023-08-15 03:46:00,29372.0,29372.0,29371.99,29372.0,1.91554
2023-08-15 03:47:00,29372.0,29373.46,29371.99,29373.45,13.39402
2023-08-15 03:48:00,29373.46,29378.0,29373.45,29378.0,2.58645
2023-08-15 03:49:00,29377.99,29378.0,29377.99,29378.0,2.26901
2023-08-15 03:50:00,29378.0,29378.0,29377.99,29377.99,6.21698
2023-08-15 03:51:00,29378.0,29380.55,29377.99,29380.55,18.5713
2023-08-15 03:52:00,29380.55,29383.25,29380.54,29383.24,3.17341
2023-08-15 03:53:00,29383.25,29386.81,29383.24,29386.81,20.9365
2023-08-15 03:54:00,29386.81,29386.81,29386.8,29386.8,2.52642
2023-08-15 03:55:00,29386.81,29386.81,29386.8,29386.8,4.11537
2023-08-15 03:56:00,29386.81,29392.0,29386.8,29392.0,15.35155
2023-08-15 03:57:00,29391.99,29392.16,29391.99,29392.16,1.24243
2023-08-15 03:58:00,29392.15,29394.35,29392.15,29394.35,12.0154
2023-08-15 03:59:00,29394.35,29410.0,29394.34,29402.01,114.99913
2023-08-15 04:00:00,29402.0,29402.01,29398.0,29398.0,16.17274
2023-08-15 04:01:00,29398.0,29398.01,29398.0,29398.01,22.67798
2023-08-15 04:02:00,29398.0,29398.01,29398.0,29398.01,9.40242
2023-08-15 04:03:00,29398.01,29398.01,29398.0,29398.0,12.20326
2023-08-15 04:04:00,29398.0,29398.01,29394.0,29394.01,21.23299
2023-08-15 04:05:00,29394.01,29400.54,29394.0,29400.54,57.08919
2023-08-15 04:06:00,29400.53,29400.54,29400.53,29400.54,12.38071
2023-08-15 04:07:00,29400.54,29402.78,29400.53,29402.77,16.01034
2023-08-15 04:08:00,29402.78,29404.0,29402.77,29404.0,22.47423
2023-08-15 04:09:00,29404.0,29406.01,29403.99,29406.01,21.5014
2023-08-15 04:10:00,29406.0,29406.01,29406.0,29406.01,3.74193
2023-08-15 04:11:00,29406.01,29406.01,29406.0,29406.0,2.48927
2023-08-15 04:12:00,29406.0,29406.01,29404.0,29404.0,19.21788
2023-08-15 04:13:00,29404.0,29404.01,29401.68,29401.68,36.66327
2023-08-15 04:14:00,29401.69,29401.99,29401.68,29401.98,31.05336
2023-08-15 04:15:00,29401.98,29401.99,29401.98,29401.99,15.54528
2023-08-15 04:16:00,29401.98,29401.99,29401.98,29401.99,2.95258
2023-08-15 04:17:00,29401.98,29401.99,29400.61,29400.61,41.38402
2023-08-15 04:18:00,29400.61,29400.62,29391.47,29391.47,53.4502
2023-08-15 04:19:00,29391.48,29391.48,29386.59,29386.6,29.27461
2023-08-15 04:20:00,29386.6,29386.6,29384.45,29384.46,4.95527
2023-08-15 04:21:00,29384.45,29384.46,29382.93,29382.94,4.97895
2023-08-15 04:22:00,29382.93,29382.94,29380.51,29380.51,3.77744
2023-08-15 04:23:00,29380.52,29380.79,29380.51,29380.79,6.06134
2023-08-15 04:24:00,29380.78,29380.79,29380.78,29380.78,5.52301
2023-08-15 04:25:00,29380.78,29380.79,29380.78,29380.79,1.35413
2023-08-15 04:26:00,29380.79,29380.79,29380.78,29380.79,1.09901
2023-08-15 04:27:00,29380.78,29380.89,29380.78,29380.89,27.26327
2023-08-15 04:28:00,29380.88,29384.67,29380.88,29384.67,23.20806
2023-08-15 04:29:00,29384.67,29384.67,29384.31,29384.32,8.74875
2023-08-15 04:30:00,29384.31,29384.32,29384.31,29384.31,10.77166
2023-08-15 04:31:00,29384.31,29384.32,29382.75,29382.75,11.53146
2023-08-15 04:32:00,29382.75,29382.76,29382.75,29382.76,3.56596
2023-08-15 04:33:00,29382.75,29382.76,29380.27,29380.28,8.28793
2023-08-15 04:34:00,29380.28,29380.74,29378.44,29380.74,30.31643
2023-08-15 04:35:00,29380.73,29380.74,29378.45,29378.46,30.31655
2023-08-15 04:36:00,29378.45,29378.46,29377.52,29377.52,4.38592
2023-08-15 04:37:00,29377.52,29377.53,29375.96,29375.96,4.58168
2023-08-15 04:38:00,29375.97,29377.19,29375.83,29377.19,44.51986
2023-08-15 04:39:00,29377.19,29377.19,29375.88,29375.88,41.02567
2023-08-15 04:40:00,29375.88,29375.89,29375.88,29375.88,2.41868
2023-08-15 04:41:00,29375.89,29375.89,29375.4,29375.89,52.36699
2023-08-15 04:42:00,29375.88,29375.89,29375.88,29375.89,3.81021
2023-08-15 04:43:00,29375.88,29375.89,29375.88,29375.89,3.96381
2023-08-15 04:44:00,29375.89,29375.89,29375.88,29375.89,1.2439
2023-08-15 04:45:00,29375.89,29376.0,29375.88,29376.0,6.6311
2023-08-15 04:46:00,29375.99,29385.0,29375.99,29384.99,24.59847
2023-08-15 04:47:00,29385.0,29390.0,29384.99,29389.99,11.51001
2023-08-15 04:48:00,29390.0,29391.0,29389.99,29391.0,2.64876
2023-08-15 04:49:00,29391.0,29393.02,29390.01,29390.01,6.85012
2023-08-15 04:50:00,29390.02,29390.02,29390.0,29390.0,5.38959
2023-08-15 04:51:00,29390.01,29390.01,29389.99,29389.99,4.21177
2023-08-15 04:52:00,29389.99,29390.0,29388.63,29388.63,3.40671
2023-08-15 04:53:00,29388.64,29388.64,29388.6,29388.61,4.97855
2023-08-15 04:54:00,29388.6,29388.61,29378.01,29378.01,8.49622
2023-08-15 04:55:00,29378.01,29378.02,29378.0,29378.01,4.90526
2023-08-15 04:56:00,29378.01,29378.01,29378.0,29378.01,2.23664
2023-08-15 04:57:00,29378.01,29378.01,29378.0,29378.01,1.93465
2023-08-15 04:58:00,29378.01,29378.01,29378.0,29378.0,2.46302
2023-08-15 04:59:00,29378.0,29378.01,29378.0,29378.01,5.79538
2023-08-15 05:00:00,29378.01,29378.01,29378.0,29378.01,13.12026
2023-08-15 05:01:00,29378.0,29378.01,29378.0,29378.0,9.08461
2023-08-15 05:02:00,29378.0,29379.0,29378.0,29379.0,25.68892
2023-08-15 05:03:00,29378.99,29379.0,29378.46,29378.46,15.06947
2023-08-15 05:04:00,29378.46,29378.47,29378.46,29378.46,14.38091
2023-08-15 05:05:00,29378.46,29378.47,29378.46,29378.47,4.11544
2023-08-15 05:06:00,29378.47,29378.47,29378.46,29378.47,3.05977
2023-08-15 05:07:00,29378.47,29378.47,29378.46,29378.47,2.02327
2023-08-15 05:08:00,29378.47,29378.47,29378.46,29378.46,3.56111
2023-08-15 05:09:00,29378.46,29378.47,29378.46,29378.46,4.09553
2023-08-15 05:10:00,29378.46,29378.47,29376.0,29376.01,9.57518
2023-08-15 05:11:00,29376.0,29376.01,29376.0,29376.0,7.1522
2023-08-15 05:12:00,29376.0,29376.01,29368.16,29368.17,8.72643
2023-08-15 05:13:00,29368.17,29379.6,29368.16,29379.6,24.56689
2023-08-15 05:14:00,29379.59,29379.6,29372.68,29372.69,6.21005
2023-08-15 05:15:00,29372.68,29377.22,29371.29,29377.21,17.93335
2023-08-15 05:16:00,29377.21,29381.79,29377.21,29381.79,9.44565
2023-08-15 05:17:00,29381.79,29384.0,29381.78,29383.99,3.50708
2023-08-15 05:18:00,29384.0,29384.0,29383.99,29384.0,2.74206
2023-08-15 05:19:00,29384.0,29384.0,29383.99,29384.0,1.53324
2023-08-15 05:20:00,29384.0,29384.0,29383.99,29383.99,2.68678
2023-08-15 05:21:00,29384.0,29385.0,29383.99,29385.0,7.73437
2023-08-15 05:22:00,29384.99,29385.0,29384.99,29384.99,4.99942
2023-08-15 05:23:00,29385.0,29391.99,29384.99,29391.99,31.89179
2023-08-15 05:24:00,29391.98,29393.0,29391.98,29392.99,11.40593
2023-08-15 05:25:00,29392.99,29393.0,29392.99,29392.99,1.74247
2023-08-15 05:26:00,29392.99,29393.19,29392.99,29393.19,24.84982
2023-08-15 05:27:00,29393.18,29393.19,29393.18,29393.19,3.35827
2023-08-15 05:28:00,29393.19,29393.19,29393.18,29393.19,2.62956
2023-08-15 05:29:00,29393.18,29393.19,29393.18,29393.19,1.85466
2023-08-15 05:30:00,29393.19,29393.19,29392.7,29392.71,8.88804
2023-08-15 05:31:00,29392.7,29392.71,29392.7,29392.71,2.33346
2023-08-15 05:32:00,29392.7,29392.71,29392.7,29392.71,5.74578
2023-08-15 05:33:00,29392.7,29392.71,29392.7,29392.7,3.8916
2023-08-15 05:34:00,29392.71,29392.71,29392.7,29392.7,2.22601
2023-08-15 05:35:00,29392.71,29392.71,29390.01,29390.01,8.62379
2023-08-15 05:36:00,29390.01,29390.02,29390.01,29390.01,11.25076
2023-08-15 05:37:00,29390.02,29390.02,29389.85,29389.85,7.04586
2023-08-15 05:38:00,29389.86,29390.71,29388.39,29390.7,33.57858
2023-08-15 05:39:00,29390.7,29390.71,29381.53,29381.53,33.52292
2023-08-15 05:40:00,29381.53,29381.54,29381.53,29381.53,3.82389
2023-08-15 05:41:00,29381.54,29381.54,29381.53,29381.53,2.77679
2023-08-15 05:42:00,29381.54,29381.54,29376.34,29376.34,11.16191
2023-08-15 05:43:00,29376.35,29376.35,29376.0,29376.01,4.19036
2023-08-15 05:44:00,29376.01,29376.01,29370.44,29370.44,11.87893
2023-08-15 05:45:00,29370.44,29371.04,29370.44,29371.04,4.1433
2023-08-15 05:46:00,29371.03,29371.04,29371.03,29371.04,3.68377
2023-08-15 05:47:00,29371.03,29371.04,29371.03,29371.04,3.6258
2023-08-15 05:48:00,29371.03,29371.04,29371.03,29371.03,1.88952
2023-08-15 05:49:00,29371.03,29371.04,29371.03,29371.04,1.99693
2023-08-15 05:50:00,29371.03,29371.04,29368.71,29368.71,11.05426
2023-08-15 05:51:00,29368.71,29368.72,29365.73,29365.73,9.74641
2023-08-15 05:52:00,29365.74,29366.2,29362.55,29366.19,29.49845
2023-08-15 05:53:00,29366.19,29366.2,29366.04,29366.04,25.46265
2023-08-15 05:54:00,29366.04,29366.05,29365.9,29365.9,2.78621
2023-08-15 05:55:00,29365.91,29365.91,29359.67,29359.67,14.72847
2023-08-15 05:56:00,29359.67,29362.0,29359.67,29361.99,24.42954
2023-08-15 05:57:00,29361.99,29363.56,29361.99,29363.55,38.23275
2023-08-15 05:58:00,29363.55,29363.56,29363.55,29363.55,8.6751
2023-08-15 05:59:00,29363.55,29369.73,29363.55,29369.73,12.15529
2023-08-15 06:00:00,29369.72,29369.73,29362.0,29369.21,45.60027
2023-08-15 06:01:00,29369.21,29373.98,29368.0,29368.0,27.40372
2023-08-15 06:02:00,29368.01,29375.98,29368.0,29375.97,14.92039
2023-08-15 06:03:00,29375.97,29377.78,29375.97,29377.77,7.79718
2023-08-15 06:04:00,29377.78,29379.34,29377.77,29379.34,8.53482
2023-08-15 06:05:00,29379.33,29379.34,29378.88,29378.89,14.72599
2023-08-15 06:06:00,29378.89,29378.89,29378.88,29378.88,12.00011
2023-08-15 06:07:00,29378.89,29382.99,29378.88,29382.99,9.86097
2023-08-15 06:08:00,29382.98,29382.99,29382.54,29382.54,28.95676
2023-08-15 06:09:00,29382.54,29382.99,29382.54,29382.99,33.73162
2023-08-15 06:10:00,29382.99,29382.99,29382.98,29382.98,1.12476
2023-08-15 06:11:00,29382.98,29385.95,29382.98,29385.91,12.3293
2023-08-15 06:12:00,29385.92,29385.92,29385.91,29385.92,5.90778
2023-08-15 06:13:00,29385.91,29385.92,29378.9,29380.03,38.11444
2023-08-15 06:14:00,29380.03,29380.04,29380.03,29380.04,4.66408
2023-08-15 06:15:00,29380.03,29380.04,29380.03,29380.04,2.924
2023-08-15 06:16:00,29380.04,29380.04,29380.03,29380.03,4.72211
2023-08-15 06:17:00,29380.04,29380.04,29380.03,29380.04,4.38859
2023-08-15 06:18:00,29380.03,29380.04,29375.61,29375.61,12.99749
2023-08-15 06:19:00,29375.62,29375.62,29374.0,29374.0,4.18038
2023-08-15 06:20:00,29374.0,29375.83,29374.0,29375.83,24.99287
2023-08-15 06:21:00,29375.83,29375.83,29374.06,29374.06,26.30347
2023-08-15 06:22:00,29374.07,29375.13,29374.06,29375.12,20.92936
2023-08-15 06:23:00,29375.13,29375.13,29374.11,29374.12,22.45398
2023-08-15 06:24:00,29374.11,29374.12,29374.11,29374.12,4.19899
2023-08-15 06:25:00,29374.12,29374.12,29368.0,29368.01,11.57737
2023-08-15 06:26:00,29368.01,29368.01,29368.0,29368.0,2.13321
2023-08-15 06:27:00,29368.01,29368.01,29368.0,29368.0,3.15762
2023-08-15 06:28:00,29368.0,29368.01,29365.01,29365.01,11.2823
2023-08-15 06:29:00,29365.01,29365.02,29364.49,29364.5,3.38314
2023-08-15 06:30:00,29364.5,29364.5,29360.77,29360.77,9.2926
2023-08-15 06:31:00,29360.78,29360.78,29360.77,29360.77,2.26424
2023-08-15 06:32:00,29360.78,29360.78,29358.93,29358.93,8.07456
2023-08-15 06:33:00,29358.93,29360.0,29358.49,29359.99,26.03014
2023-08-15 06:34:00,29360.0,29360.78,29359.99,29360.78,8.09136
2023-08-15 06:35:00,29360.78,29361.75,29360.06,29360.3,27.06345
2023-08-15 06:36:00,29360.3,29361.75,29359.91,29359.91,49.43097
2023-08-15 06:37:00,29359.92,29361.74,29359.91,29361.74,27.50082
2023-08-15 06:38:00,29361.74,29361.74,29361.4,29361.4,24.13104
2023-08-15 06:39:00,29361.41,29361.74,29359.98,29359.98,51.64142
2023-08-15 06:40:00,29359.99,29362.28,29359.98,29362.28,36.71517
2023-08-15 06:41:00,29362.27,29362.28,29361.71,29361.72,14.54245
2023-08-15 06:42:00,29361.71,29361.72,29361.23,29361.24,21.11881
2023-08-15 06:43:00,29361.23,29361.24,29361.23,29361.23,14.31844
2023-08-15 06:44:00,29361.23,29362.0,29361.23,29361.99,8.42896
2023-08-15 06:45:00,29361.99,29362.0,29361.56,29361.57,24.57909
2023-08-15 06:46:00,29361.57,29362.0,29361.56,29361.99,28.99747
2023-08-15 06:47:00,29361.99,29362.0,29361.99,29362.0,10.13259
2023-08-15 06:48:00,29361.99,29362.0,29361.99,29362.0,6.8809
2023-08-15 06:49:00,29362.0,29362.0,29361.99,29361.99,7.4759
2023-08-15 06:50:00,29362.0,29362.0,29361.99,29361.99,5.2132
2023-08-15 06:51:00,29361.99,29362.11,29361.99,29362.11,5.74098
2023-08-15 06:52:00,29362.11,29370.64,29362.1,29370.64,21.48911
2023-08-15 06:53:00,29370.63,29370.64,29370.18,29370.18,25.34945
2023-08-15 06:54:00,29370.19,29371.87,29370.18,29371.87,42.77727
2023-08-15 06:55:00,29371.87,29374.5,29371.86,29374.11,20.74296
2023-08-15 06:56:00,29374.11,29374.11,29374.1,29374.1,5.93443
2023-08-15 06:57:00,29374.1,29374.11,29374.1,29374.1,4.98117
2023-08-15 06:58:00,29374.11,29374.11,29374.1,29374.1,5.59507
2023-08-15 06:59:00,29374.11,29374.11,29374.1,29374.1,4.19347
2023-08-15 07:00:00,29374.11,29374.11,29372.0,29372.0,9.78126
2023-08-15 07:01:00,29372.0,29372.51,29372.0,29372.51,21.72289
2023-08-15 07:02:00,29372.51,29372.51,29370.81,29370.81,22.70234
